name,link,author,rating,language,genre,chapters,words,reviews,favs,follows,updated,published,characters,complete
Children of War,https://www.fanfiction.net/s/3960798/1/Children-of-War,ohsoxalive,K+,English,Hurt/Comfort/Family,1,3981,118,736,69,,12/22/2007,"Zuko, Katara",True
The Usual Reasons,https://www.fanfiction.net/s/4340502/1/The-Usual-Reasons,aliwildgoose,T,English,Romance/Friendship,1,10310,121,724,75,,6/21/2008,"Sokka, Zuko",True
Kiss of Fire,https://www.fanfiction.net/s/2942424/1/Kiss-of-Fire,CultOfStrawberry,T,English,Romance/Drama,54,318309,1617,720,538,5/3/2016,5/16/2006,"Zuko, Katara",True
Bring Me All Your Elderly!,https://www.fanfiction.net/s/6988840/1/Bring-Me-All-Your-Elderly,RainAndRoses,K,English,Parody/Humor,10,63918,510,718,184,6/4/2011,5/13/2011,,True
Forgotten Ones: Lieutenant Jee,https://www.fanfiction.net/s/4502002/1/Forgotten-Ones-Lieutenant-Jee,Evilnor,T,English,Humor,6,14133,132,714,116,9/1/2008,8/27/2008,"Zuko, Mai",True
The Spirit Within: Part One: The Water Tribe Child,https://www.fanfiction.net/s/8131400/1/The-Spirit-Within-Part-One-The-Water-Tribe-Child,sea-dilemma,T,English,Romance/Adventure,42,190198,530,713,390,8/9/2012,5/19/2012,"Zuko, OC",True
Airbender's Child: Water,https://www.fanfiction.net/s/6289968/1/Airbender-s-Child-Water,SCWLC,T,English,Adventure/Family,13,58550,195,709,238,10/24/2010,9/1/2010,Zuko,True
Spiritbender,https://www.fanfiction.net/s/4320913/1/Spiritbender,Tsurai Shi,T,English,Mystery/Drama,5,15066,297,706,834,11/26/2010,6/13/2008,"Sokka, Zuko",False
Spring Fever,https://www.fanfiction.net/s/11696565/1/Spring-Fever,the savage barbie,T,English,Humor/Family,21,85670,660,703,806,11/27/2018,12/27/2015,"[Azula, Ty Lee]",False
The Last Waterbender,https://www.fanfiction.net/s/10585068/1/The-Last-Waterbender,Articianne,T,English,,30,184759,546,694,895,11/29/2015,8/1/2014,"[Zuko, Katara]",False
Polar Nights,https://www.fanfiction.net/s/8214495/1/Polar-Nights,crystalline talisman,T,English,Romance/Humor,24,75471,598,694,751,10/23/2015,6/13/2012,"Zuko, Katara",True
The Will of the Moon,https://www.fanfiction.net/s/11279991/1/The-Will-of-the-Moon,The Eternal Scribe,T,English,Adventure/Humor,2,7419,98,687,817,5/31/2015,5/29/2015,"Sokka, Katara",False
Whose Hearts Are Mountains,https://www.fanfiction.net/s/3954869/1/Whose-Hearts-Are-Mountains,Rashaka,M,English,Drama/Romance,1,6845,94,686,85,,12/19/2007,"Katara, Zuko",True
Starlight,https://www.fanfiction.net/s/10842709/1/Starlight,SquishyBijou,M,English,Romance,7,13830,183,681,194,1/30/2015,11/22/2014,"[Azula, Ty Lee]",True
Ashes to Ashes,https://www.fanfiction.net/s/4887048/1/Ashes-to-Ashes,The Wacky Wannabe Writer,M,English,Drama/Angst,34,273567,696,680,726,1/10/2013,2/26/2009,"Zuko, Jin",False
The Taming of the Shrew,https://www.fanfiction.net/s/6725316/1/The-Taming-of-the-Shrew,setlib,T,English,Romance,28,75756,849,678,325,5/23/2012,2/7/2011,"Zuko, Katara",True
In Retrospect,https://www.fanfiction.net/s/11893287/1/In-Retrospect,Zyellowz,T,English,Friendship/Adventure,9,35068,280,678,918,9/7/2017,4/12/2016,"Zuko, Katara",False
How Your Heart Beats,https://www.fanfiction.net/s/8313274/1/How-Your-Heart-Beats,zukoshotpants,M,English,Romance,14,63452,391,676,525,11/15/2013,7/12/2012,"Zuko, Katara",True
Duty Versus Love,https://www.fanfiction.net/s/5394256/1/Duty-Versus-Love,Light-Eco-Sage,M,English,Romance/Family,51,140305,850,673,296,1/28/2011,9/22/2009,"[Aang, Katara] unknown 9",True
Gathering,https://www.fanfiction.net/s/4019126/1/Gathering,Fandomme,T,English,Romance/Humor,1,10224,150,671,86,,1/18/2008,"Katara, Zuko",True
This Is My Idea,https://www.fanfiction.net/s/6395278/1/This-Is-My-Idea,Mrs Pettyfer,T,English,Humor/Romance,11,50905,310,669,207,10/27/2011,10/13/2010,"Katara, Zuko",True
Of Catching Lightning,https://www.fanfiction.net/s/11248877/1/Of-Catching-Lightning,astraphobic kisses,T,English,Romance/Humor,19,20108,432,663,789,1/23,5/14/2015,"[Azula, Ty Lee]",False
Not Stalking Firelord Zuko,https://www.fanfiction.net/s/8121138/1/Not-Stalking-Firelord-Zuko,emletish,M,English,Romance/Humor,28,379414,1172,662,492,7/12/2013,5/16/2012,"Zuko, Katara",True
Blazing Crystal,https://www.fanfiction.net/s/11669678/1/Blazing-Crystal,faithy waithy,T,English,Romance/Family,57,450349,471,662,790,3/26,12/15/2015,"[Zuko, OC]",False
Lessons in Thin Air,https://www.fanfiction.net/s/4242417/1/Lessons-in-Thin-Air,Lisse,K,English,Friendship,1,1293,71,658,56,,5/7/2008,Zuko,True
Ocean Wide,https://www.fanfiction.net/s/7997866/1/Ocean-Wide,lostatseanomore,M,English,Romance/Drama,19,62073,670,653,1075,5/10/2018,4/6/2012,"[Zuko, Katara]",False
Practice Makes Perfect,https://www.fanfiction.net/s/7756514/1/Practice-Makes-Perfect,roca dos,T,English,Romance/Humor,26,64259,639,650,380,4/25/2013,1/19/2012,"Aang, Toph",True
Hurry Up and Save Me,https://www.fanfiction.net/s/8783738/1/Hurry-Up-and-Save-Me,Amaya X Kyuri X Asuni,T,English,Drama/Romance,31,157401,245,646,365,10/6/2013,12/10/2012,"Katara, Zuko, OC, Aang",True
Journey of the Heart,https://www.fanfiction.net/s/6524709/1/Journey-of-the-Heart,TheWritsecuter,T,English,Romance/Adventure,53,286327,777,643,609,12/21/2012,12/2/2010,"Zuko, OC",False
Once Around the Sun,https://www.fanfiction.net/s/5563001/1/Once-Around-the-Sun,eleventy7,K+,English,Friendship/Romance,32,159820,369,641,290,9/28/2014,12/6/2009,"Zuko, Katara",True
"Sokka's Field Guide, I: Dealing With Women",https://www.fanfiction.net/s/4181830/1/Sokka-s-Field-Guide-I-Dealing-With-Women,Lady Flick,T,English,Romance/Humor,10,24352,403,640,127,8/24/2008,4/6/2008,"Zuko, Katara",True
Half the Man,https://www.fanfiction.net/s/6974742/1/Half-the-Man,AzarDarkstar,K+,English,Family/Drama,1,2188,89,637,130,,5/8/2011,"Lu Ten, Zuko",True
Book 3: Fire,https://www.fanfiction.net/s/3276296/1/Book-3-Fire,xcgirl08,T,English,Adventure,41,154376,961,635,192,2/14/2007,12/6/2006,,True
Making it Work,https://www.fanfiction.net/s/4420068/1/Making-it-Work,thatcoolkids96,M,English,Romance/Humor,55,149170,715,629,237,11/5/2009,7/24/2008,"Katara, Zuko",True
Sleeping Beauty,https://www.fanfiction.net/s/11271791/1/Sleeping-Beauty,SlytherinSchoolgirl,T,English,Angst/Romance,26,30298,557,630,704,6/5/2017,5/25/2015,"[Azula, Ty Lee]",True
Something To Hold Onto,https://www.fanfiction.net/s/5278686/1/Something-To-Hold-Onto,aliwildgoose,M,English,Romance/Adventure,13,126814,193,622,181,1/17/2011,8/5/2009,"Zuko, Jet",True
Lucky Jade - Book 1: Water,https://www.fanfiction.net/s/11041119/1/Lucky-Jade-Book-1-Water,FuzzyBeta,T,English,Adventure/Romance,42,230238,326,621,632,11/28/2017,2/12/2015,"[Zuko, OC] Aang, Iroh",True
Dragons Prey,https://www.fanfiction.net/s/5673601/1/Dragons-Prey,ajj7sunhawk,M,English,Romance/Angst,29,77992,720,620,282,5/9/2012,1/17/2010,"Sokka, Zuko",True
Simple Misunderstanding,https://www.fanfiction.net/s/6390871/1/Simple-Misunderstanding,ShamelessLiar,T,English,Adventure/Humor,15,80965,418,619,497,3/27/2015,10/11/2010,"Zuko, Katara",True
Drawn to the Blackened Skies,https://www.fanfiction.net/s/2381894/1/Drawn-to-the-Blackened-Skies,Masako Moonshade,K+,English,Romance,1,1648,238,619,105,6/8/2005,5/5/2005,"Katara, Zuko",True
A Girl's Drink,https://www.fanfiction.net/s/3474407/1/A-Girl-s-Drink,Fandomme,T,English,Drama/Romance,1,5814,84,619,95,,4/3/2007,"Katara, Zuko",True
Song of Stone,https://www.fanfiction.net/s/7510253/1/Song-of-Stone,AzarDarkstar,K+,English,Drama/Mystery,1,611,60,618,131,,10/31/2011,Zuko,True
The Fifth Column,https://www.fanfiction.net/s/7281142/1/The-Fifth-Column,chromeknickers,M,English,Angst/Drama,22,142511,653,618,529,11/22/2013,8/12/2011,"[Zuko, Katara]",True
The King's Pet or The King,https://www.fanfiction.net/s/11161442/1/The-King-s-Pet-or-The-King,ShamelessLiar,M,English,Adventure/Romance,30,199636,1039,614,894,9/2/2018,4/4/2015,"[Katara, Zuko] Aang, Sokka",False
Two Benders and a Baby,https://www.fanfiction.net/s/6493181/1/Two-Benders-and-a-Baby,SCWLC,M,English,Romance/Family,3,10417,122,613,157,1/2/2011,11/21/2010,"Zuko, Katara",True
The Crown Prince,https://www.fanfiction.net/s/8287597/1/The-Crown-Prince,Unknownmusic,K+,English,Adventure/Drama,13,83107,229,611,743,10/31/2018,7/4/2012,Zuko,False
Pyrophobia,https://www.fanfiction.net/s/6024169/1/Pyrophobia,soupcan,T,English,Angst/Romance,9,23322,386,610,898,5/16/2014,6/4/2010,"Zuko, Sokka",False
"Happy Endings, Book I: The Drifter",https://www.fanfiction.net/s/5217300/1/Happy-Endings-Book-I-The-Drifter,Distant-Moon,T,English,Adventure/Supernatural,125,1044437,1428,609,495,1/21/2016,7/14/2009,OC,False
48th,https://www.fanfiction.net/s/2720671/1/48th,Otabe Yatsuhashi,K,English,Romance,1,3346,116,610,88,,12/26/2005,,True
Resting in a Raze,https://www.fanfiction.net/s/8946054/1/Resting-in-a-Raze,Like A Dove,M,English,Romance/Drama,8,24931,663,606,957,10/23/2014,1/25/2013,"Zuko, Katara",False
Arranging Marriages,https://www.fanfiction.net/s/7301388/1/Arranging-Marriages,SCWLC,T,English,Romance,11,33167,287,606,307,10/11/2012,8/18/2011,"Zuko, Katara",True
Come Quietly,https://www.fanfiction.net/s/8648343/1/Come-Quietly,Like A Dove,M,English,Romance,1,2568,80,604,91,,10/27/2012,"Katara, Zuko",True
Fire Behind Blue Eyes,https://www.fanfiction.net/s/3090604/1/Fire-Behind-Blue-Eyes,bluetarako,T,English,Adventure/Romance,37,142533,1020,600,222,3/28/2007,8/6/2006,"Zuko, Katara",True
Afterglow,https://www.fanfiction.net/s/5120896/1/Afterglow,Burning Ice,M,English,Romance/Hurt/Comfort,1,8530,216,598,110,,6/7/2009,"Katara, Zuko",False
Caught,https://www.fanfiction.net/s/7239010/1/Caught,Like A Dove,T,English,Humor/Romance,1,1027,125,598,69,,7/31/2011,"Katara, Zuko",True
I Promise You,https://www.fanfiction.net/s/4696249/1/I-Promise-You,alwaysZutarian,M,English,Romance/Drama,17,136912,648,595,243,7/9/2011,12/4/2008,"[Zuko, Katara]",True
Synchronicity,https://www.fanfiction.net/s/11184042/1/Synchronicity,the savage barbie,T,English,Romance/Drama,12,44148,414,594,646,1/3/2017,4/13/2015,"[Azula, Ty Lee]",True
Coming Together,https://www.fanfiction.net/s/5967445/1/Coming-Together,lostatseanomore,T,English,Romance/Family,26,81735,439,589,280,4/6/2012,5/13/2010,"Katara, Zuko",True
Traitor's Face,https://www.fanfiction.net/s/10942328/1/Traitor-s-Face,Loopy777,T,English,Adventure/Supernatural,76,658345,669,589,629,7/1,1/2/2015,"[Aang, Mai] Sokka, Zuko",False
Katara's Revenge,https://www.fanfiction.net/s/5844527/1/Katara-s-Revenge,Vessa Blackheart,M,English,Romance/Drama,13,37968,261,587,180,9/27/2011,3/26/2010,"Zuko, Katara",True
A Net to Catch the Wind,https://www.fanfiction.net/s/4906982/1/A-Net-to-Catch-the-Wind,Burning Ice,M,English,Romance,24,201244,895,586,630,3/29/2010,3/6/2009,"Katara, Zuko",False
Culture Clash,https://www.fanfiction.net/s/2670599/1/Culture-Clash,Rashaka,T,English,Humor/Parody,36,8364,961,585,466,3/20/2008,11/21/2005,"Zuko, Katara",False
Smile Because It Happened,https://www.fanfiction.net/s/4432553/1/Smile-Because-It-Happened,the amber dragonfly,M,English,Romance/Family,31,78557,483,586,197,6/8/2009,7/29/2008,"Zuko, Katara",True
The Date Clause,https://www.fanfiction.net/s/6625842/1/The-Date-Clause,Like A Dove,M,English,Romance/Humor,3,14280,148,576,112,1/20/2011,1/5/2011,"Katara, Zuko",True
Hidden Secrets,https://www.fanfiction.net/s/10554664/1/Hidden-Secrets,Goldenbrook15,T,English,Adventure,24,79314,280,575,682,3/18/2017,7/21/2014,"Aang, Zuko",False
Tea With Destiny,https://www.fanfiction.net/s/4229235/1/Tea-With-Destiny,AvocadoLove,K,English,Supernatural/Hurt/Comfort,1,2659,89,575,82,,4/30/2008,"Iroh, Zuko",True
Lie To Me,https://www.fanfiction.net/s/4489520/1/Lie-To-Me,Inkcharm,K+,English,Friendship/Romance,1,4089,121,572,74,,8/21/2008,"Zuko, Toph",True
Lies,https://www.fanfiction.net/s/3933988/1/Lies,Tuna Salad Sonnet,K,English,Friendship,1,667,101,570,75,,12/7/2007,"Toph, Zuko",True
Sleeping Close,https://www.fanfiction.net/s/9481159/1/Sleeping-Close,Swiss Army Knife,K+,English,Friendship/Family,1,3571,69,569,70,,7/11/2013,"Sokka, Hakoda, unknown 9",True
White Cherry Women,https://www.fanfiction.net/s/5291110/1/White-Cherry-Women,YoyoWarrior,M,English,Romance/Friendship,53,102107,458,566,208,10/20/2010,8/10/2009,"[Azula, Ty Lee]",True
Wish I Was the Moon,https://www.fanfiction.net/s/8352690/1/Wish-I-Was-the-Moon,Like A Dove,T,English,Romance/Drama,1,10611,107,564,59,,7/23/2012,"Katara, Zuko",True
Fortune Telling,https://www.fanfiction.net/s/3365612/1/Fortune-Telling,alli-sun,M,English,Romance,11,26212,316,562,179,1/7/2008,1/28/2007,"Aang, Zuko",True
Southern Lights,https://www.fanfiction.net/s/11807342/1/Southern-Lights,colourwhirled,M,English,Romance/Drama,31,311157,589,561,735,7/6,2/23/2016,"[Katara, Zuko] Aang, Toph",False
Long Live The Prince,https://www.fanfiction.net/s/9421974/1/Long-Live-The-Prince,Julia451,K,English,Tragedy/Friendship,1,3715,25,561,109,,6/24/2013,"Aang, Zuko, Chit Sang",True
A Royal Drink,https://www.fanfiction.net/s/3768531/1/A-Royal-Drink,Fandomme,T,English,Drama/Romance,1,7599,82,560,78,,9/4/2007,"Katara, Zuko",True
What SHOULD have Happened in AtLA,https://www.fanfiction.net/s/7027181/1/What-SHOULD-have-Happened-in-AtLA,daveshan,T,English,Humor,65,236557,1004,559,227,6/22/2012,5/27/2011,,True
Gods & Monsters,https://www.fanfiction.net/s/9932183/1/Gods-Monsters,wannabewonderbender,M,English,Hurt/Comfort/Adventure,30,172885,626,558,457,4/27/2015,12/16/2013,"[Katara, Zuko]",True
The Young Lady Of Legends,https://www.fanfiction.net/s/6975466/1/The-Young-Lady-Of-Legends,I Have Finally Moved,M,English,Romance/Fantasy,62,289588,301,556,274,3/6/2012,5/8/2011,"Zuko, OC",True
Rising Phoenix,https://www.fanfiction.net/s/3962235/1/Rising-Phoenix,HyacinthMacaw,T,English,Drama,6,19212,113,555,137,1/11/2008,12/22/2007,Zuko,True
The Rising Sun,https://www.fanfiction.net/s/6378631/1/The-Rising-Sun,ChinaE,K+,English,Adventure/Family,5,14968,80,551,253,10/14/2010,10/6/2010,"Zuko, Iroh",True
As It Should Be,https://www.fanfiction.net/s/3703248/1/As-It-Should-Be,xcgirl08,K,English,Romance,1,2892,169,548,69,,8/4/2007,"Aang, Toph",True
You are Fire: Book One,https://www.fanfiction.net/s/10269412/1/You-are-Fire-Book-One,beachbrat2204,T,English,Friendship/Romance,20,113847,352,548,368,2/12/2017,4/14/2014,"[Zuko, OC] Iroh, unknown 9",True
Hide and Seek,https://www.fanfiction.net/s/9488225/1/Hide-and-Seek,Swiss Army Knife,K+,English,Adventure/Friendship,1,5016,51,547,62,,7/13/2013,"Sokka, Zuko, unknown 9",True
Cast Me Gently into Morning,https://www.fanfiction.net/s/3364032/1/Cast-Me-Gently-into-Morning,OveractiveImagination39,T,English,Spiritual/Romance,32,108142,655,545,177,1/21/2008,1/27/2007,"Zuko, Katara",True
Hot Water,https://www.fanfiction.net/s/2443899/1/Hot-Water,CultOfStrawberry,T,English,Romance/Drama,1,391,686,544,186,3/29,6/18/2005,"Zuko, Katara",True
Lotus Lake,https://www.fanfiction.net/s/2752673/1/Lotus-Lake,Rebirth of the Phoenix,T,English,Romance,25,65587,817,541,165,12/22/2006,1/14/2006,"Katara, Zuko",True
Fire Child,https://www.fanfiction.net/s/2764273/1/Fire-Child,Usagi Youkai,T,English,Romance/Family,25,57527,638,540,192,6/4/2007,1/21/2006,"Sokka, Zuko",True
Avatar The Last Cock Bender,https://www.fanfiction.net/s/9525070/1/Avatar-The-Last-Cock-Bender,Jay3000,M,English,,19,88034,162,534,375,10/20/2015,7/24/2013,"[Aang, Azula, On Ji, Jun]",True
Superstition,https://www.fanfiction.net/s/2449932/1/Superstition,Outsane,T,English,Drama/Romance,43,63136,1849,532,440,2/1/2008,6/22/2005,"Zuko, Katara",False
Flames of Gold,https://www.fanfiction.net/s/11662185/1/Flames-of-Gold,celestia193,T,English,Romance/Adventure,57,149407,41,525,266,2/18/2016,12/11/2015,"[Zuko, OC] [Aang, Katara]",True
The Phoenix,https://www.fanfiction.net/s/9327576/1/The-Phoenix,Pearlynn,T,English,Adventure/Romance,46,293087,539,523,320,12/21/2013,5/25/2013,"Zuko, Katara",True
Taken By the Faceless Stranger,https://www.fanfiction.net/s/7240583/1/Taken-By-the-Faceless-Stranger,delectate,M,English,Romance/Adventure,1,11149,88,520,147,,8/1/2011,"Katara, Zuko",False
A Cursed Blessing,https://www.fanfiction.net/s/5991146/1/A-Cursed-Blessing,yaoiandcoffeeaddict,M,English,Angst/Romance,13,47784,539,520,604,9/6/2013,5/22/2010,"King Kuei, Zuko",False
Can We Keep Him?,https://www.fanfiction.net/s/2660039/1/Can-We-Keep-Him,Kit Spooner,T,English,Humor,1,862,154,518,59,,11/13/2005,"Sokka, Katara",True
Avatar: Rise of the Dragon Knight,https://www.fanfiction.net/s/7692357/1/Avatar-Rise-of-the-Dragon-Knight,MontagJ,T,English,Adventure/Mystery,69,202055,348,516,581,12/30/2017,12/30/2011,"Aang, OC",True
The Spirit Within: Part Two: Spirit Born,https://www.fanfiction.net/s/8407974/1/The-Spirit-Within-Part-Two-Spirit-Born,sea-dilemma,T,English,Romance/Adventure,60,310588,953,513,615,6/9/2018,8/8/2012,"Zuko, OC",False
Bad Day,https://www.fanfiction.net/s/3096316/1/Bad-Day,Lisse,K,English,Drama/Angst,1,1187,82,513,46,,8/9/2006,Zuko,True
The Blue Dahlia,https://www.fanfiction.net/s/11659696/1/The-Blue-Dahlia,glimmergloss321,M,English,Crime/Romance,12,31061,297,511,643,10/6/2017,12/9/2015,"[Zuko, Toph] [Azula, Ty Lee]",False
The Best Laid Plans,https://www.fanfiction.net/s/3834739/1/The-Best-Laid-Plans,Ah Hael,T,English,Romance,14,37131,331,511,239,7/12/2009,10/13/2007,"Aang, Toph",True
Five,https://www.fanfiction.net/s/8448133/1/Five,YinYangSisters,T,English,Romance,1,12849,194,509,60,,8/20/2012,"Zuko, Katara",True
Parlor Tricks,https://www.fanfiction.net/s/4038638/1/Parlor-Tricks,Lyralocke,T,English,Romance,41,129262,834,509,231,5/6/2010,1/27/2008,"Aang, Katara",False
From the Ashes: A New Hope,https://www.fanfiction.net/s/6441562/1/From-the-Ashes-A-New-Hope,libraflyter,T,English,Adventure,13,64196,190,509,324,7/31/2011,10/31/2010,"Aang, Zuko",True
Teaching Toph,https://www.fanfiction.net/s/4295322/1/Teaching-Toph,blankdreamer-13,K+,English,Friendship,17,43019,277,508,196,3/18/2009,6/2/2008,"Aang, Toph",True
He Stares at the Water,https://www.fanfiction.net/s/3261151/1/He-Stares-at-the-Water,AJ Rayne,T,English,Drama/Angst,1,2305,121,507,55,,11/28/2006,"Zuko, Katara",True
The End of Mercy,https://www.fanfiction.net/s/7786308/1/The-End-of-Mercy,Tonight's The Night,M,English,Romance/Adventure,81,139304,598,506,372,4/9/2013,1/29/2012,"[Katara, Zuko]",True
What I Learned at SRU,https://www.fanfiction.net/s/6417590/1/What-I-Learned-at-SRU,D3stiny-Sm4sher,T,English,Friendship/Drama,135,1122104,745,505,417,10/14/2015,10/22/2010,"unknown 9, Smellerbee",True
Six Months in Ba Sing Se,https://www.fanfiction.net/s/11109248/1/Six-Months-in-Ba-Sing-Se,the savage barbie,K+,English,Drama/Hurt/Comfort,6,33959,244,505,428,6/21/2015,3/12/2015,"[Azula, Ty Lee] Iroh, Jin",True
Lost Wishes,https://www.fanfiction.net/s/11151086/1/Lost-Wishes,FanfictionVillainess,M,English,Romance/Angst,10,23497,276,503,513,11/7/2016,3/30/2015,"[Azula, Ty Lee] [Mai, Zuko]",True
The Concubine Princess,https://www.fanfiction.net/s/5274359/1/The-Concubine-Princess,Turion,M,English,Drama/Romance,108,315920,837,500,288,7/15/2014,8/4/2009,"Katara, Zuko",False
The forbidden Princess,https://www.fanfiction.net/s/11556211/1/The-forbidden-Princess,E82,M,English,Romance/Angst,26,207345,212,500,467,6/13/2016,10/12/2015,"[Aang, Azula] Zuko, Katara",False
Firelight,https://www.fanfiction.net/s/4836208/1/Firelight,nikipinz,M,English,Drama/Angst,77,212747,598,499,249,12/11/2011,2/2/2009,"Azula, Mai",True
Damascus,https://www.fanfiction.net/s/5812719/1/Damascus,drakensis,T,English,Fantasy/Adventure,16,94600,112,497,446,9/6/2010,3/13/2010,"Toph, Mai",False
The Island That Cleanses,https://www.fanfiction.net/s/9481194/1/The-Island-That-Cleanses,DamageCtrl,M,English,Romance,7,78242,130,494,136,7/29/2013,7/11/2013,"Katara, Zuko",True
Matchmeddling,https://www.fanfiction.net/s/9952627/1/Matchmeddling,Advocaat,T,English,Romance/Humor,1,5479,83,492,84,,12/24/2013,"[Zuko, Katara]",True
Free Again,https://www.fanfiction.net/s/2661857/1/Free-Again,AnimeAries402,M,English,Drama/Romance,28,38059,451,491,149,12/26/2005,11/15/2005,"Katara, Zuko",True
Honor Among Thieves,https://www.fanfiction.net/s/8547158/1/Honor-Among-Thieves,fullmetalgrigori,T,English,Adventure/Mystery,25,263742,303,491,509,8/10/2014,9/22/2012,"unknown 9, OC",False
Of Gods and Men,https://www.fanfiction.net/s/8163798/1/Of-Gods-and-Men,sablefalls,T,English,Romance/Angst,33,58710,210,491,195,7/16/2012,5/29/2012,"Aang, Azula",True
Play Nice,https://www.fanfiction.net/s/4868744/1/Play-Nice,Scuttlebutt Inc,K,English,Humor/Friendship,1,3269,60,489,52,,2/16/2009,"Zuko, Sokka",True
Guardian of Fire,https://www.fanfiction.net/s/10095485/1/Guardian-of-Fire,Rabbitfoot O'Eight,T,English,Humor/Romance,12,48353,290,486,572,6/16/2015,2/9/2014,"[Zuko, OC] Jet, unknown 9",False
Sokka: Master of the Black Sword,https://www.fanfiction.net/s/3862054/1/Sokka-Master-of-the-Black-Sword,The Jade Knight,T,English,Fantasy/Romance,21,223724,516,484,367,7/1/2010,10/28/2007,"Sokka, Toph",False
ab igne ignem capere,https://www.fanfiction.net/s/6074881/1/ab-igne-ignem-capere,sangi,T,English,Family/Friendship,9,80196,191,484,433,10/10/2010,6/22/2010,Azula,False
Fire & Metal,https://www.fanfiction.net/s/9630560/1/Fire-Metal,Necronicus,T,English,Romance,40,68540,279,483,289,4/13/2014,8/25/2013,"Azula, OC",True
Avatar Aang: An Annotated Bibliography,https://www.fanfiction.net/s/4719758/1/Avatar-Aang-An-Annotated-Bibliography,The Big Rocky Eye,K+,English,Parody/Humor,40,21028,237,483,193,2/23/2010,12/16/2008,Aang,False
The Apple Falls Far,https://www.fanfiction.net/s/5786482/1/The-Apple-Falls-Far,AvocadoLove,M,English,Drama/Horror,1,3168,124,484,101,,3/2/2010,"Sokka, Zuko",True
Lineage of Dragons,https://www.fanfiction.net/s/8368701/1/Lineage-of-Dragons,SoBadAtBeingGood,M,English,Hurt/Comfort/Romance,32,115419,444,483,283,8/15/2013,7/28/2012,"Aang, Zuko",True
Airship Down and the Mountains of Madness,https://www.fanfiction.net/s/8672754/1/Airship-Down-and-the-Mountains-of-Madness,Keith B. Real,T,English,Adventure,31,60442,312,481,234,5/11/2014,11/4/2012,"Sokka, Azula",True
Acquiescence,https://www.fanfiction.net/s/4169281/1/Acquiescence,Lady Flick,T,English,Romance,21,129107,543,481,291,7/30/2010,3/31/2008,"Zuko, Katara",True
Tenderness,https://www.fanfiction.net/s/5412221/1/Tenderness,Adridere,M,English,Romance/Hurt/Comfort,1,24979,95,477,71,,9/30/2009,"Aang, Toph",True
Pen Pals,https://www.fanfiction.net/s/6190167/1/Pen-Pals,Decidedly Odd,T,English,Humor,9,19653,202,477,485,7/9/2012,7/29/2010,"Zuko, Toph",False
Another Word for Alchemy,https://www.fanfiction.net/s/10632169/1/Another-Word-for-Alchemy,FanPanda13,T,English,Romance/Adventure,23,107208,141,477,217,9/25/2014,8/19/2014,"[Zuko, Katara] Aang",True
Zuko's Slave,https://www.fanfiction.net/s/6648712/1/Zuko-s-Slave,zukofan2005,T,English,Romance/Drama,53,86280,818,474,262,10/12/2015,1/12/2011,"Katara, Zuko",True
Avatar: The Fire War Renaissance,https://www.fanfiction.net/s/4417478/1/Avatar-The-Fire-War-Renaissance,BlackRose108,T,English,Drama/Romance,70,348229,1089,474,302,3/2/2012,7/23/2008,"Aang, Katara",True
Destiny,https://www.fanfiction.net/s/11200153/1/Destiny,tvdspnlover,T,English,Fantasy/Romance,125,158685,460,472,489,1/28,4/21/2015,"Aang, Zuko, Katara, OC",False
Mutual Understanding,https://www.fanfiction.net/s/4149944/1/Mutual-Understanding,Triforce Chica,T,English,Romance,10,25505,260,471,196,1/17/2009,3/23/2008,"Sokka, Zuko",True
The Masks We Wear,https://www.fanfiction.net/s/8974166/1/The-Masks-We-Wear,NiceThorn,M,English,,35,38318,200,470,471,10/16/2013,2/3/2013,"[Zuko, Azula]",False
The Palace (Ongoing),https://www.fanfiction.net/s/9211707/1/The-Palace-Ongoing,LittleMartian,M,English,Romance/Drama,49,379668,853,468,650,9/8/2018,4/17/2013,"Zuko, Katara, Azula, Lu Ten",False
we hold our hearts in silence,https://www.fanfiction.net/s/9098611/1/we-hold-our-hearts-in-silence,psychedelic aya,K,English,Romance/Drama,1,4164,98,465,58,,3/14/2013,"Zuko, Katara",True
Useless Heroes,https://www.fanfiction.net/s/11518297/1/Useless-Heroes,that.girl.we.all.luv,K+,English,Friendship/Family,21,99212,225,465,576,4/10,9/20/2015,"[OC, Sokka]",False
Straight Answers,https://www.fanfiction.net/s/7155537/1/Straight-Answers,Em Dixon,T,English,Hurt/Comfort/Friendship,1,2401,40,465,88,,7/7/2011,"Hakoda, Zuko",True
Your Life's Worth,https://www.fanfiction.net/s/8130139/1/Your-Life-s-Worth,Katannaism,T,English,Romance/Adventure,34,223413,545,462,437,8/3/2014,5/19/2012,"Zuko, Katara",False
Come Marching Home,https://www.fanfiction.net/s/11441718/1/Come-Marching-Home,SoBadAtBeingGood,T,English,Hurt/Comfort/Family,15,60670,328,463,599,12/23/2017,8/11/2015,"Aang, Zuko, Iroh",False
A Road Not Taken,https://www.fanfiction.net/s/8368520/1/A-Road-Not-Taken,sablefalls,T,English,Romance/Angst,21,57728,214,463,204,11/30/2012,7/28/2012,"Aang, Azula",True
closer,https://www.fanfiction.net/s/11974648/1/closer,sinking like stones,M,English,Romance/Supernatural,16,41952,366,459,584,6/3/2018,5/31/2016,"[Azula, Ty Lee] [Zuko, Katara]",False
