name,link,author,rating,language,genre,chapters,words,reviews,favs,follows,updated,published,characters,complete
Why the Caged Bird Sings,https://www.fanfiction.net/s/2488957/1/Why-the-Caged-Bird-Sings,Suave Boogie,T,English,Romance/Adventure,10,55251,371,232,222,11/22/2005,7/17/2005,"Zuko, Katara",False
Love Amongst the Dragons,https://www.fanfiction.net/s/6365873/1/Love-Amongst-the-Dragons,SuperSonic Violet,T,English,Romance/Adventure,24,145468,277,233,272,3/24/2015,10/1/2010,"Katara, Zuko",False
A Change of Heart,https://www.fanfiction.net/s/10552049/1/A-Change-of-Heart,WanderingRurouni,M,English,Romance/Drama,49,145159,168,233,225,7/20/2016,7/20/2014,"Aang, Katara, Toph, Azula",True
Rise with the Sun,https://www.fanfiction.net/s/10301185/1/Rise-with-the-Sun,futurejelly,M,English,Adventure/Romance,19,74863,127,234,221,9/3/2015,4/26/2014,"Zuko, Iroh, OC",True
Lanterns,https://www.fanfiction.net/s/4435539/1/Lanterns,A-Terrible-Anonymess,T,English,Friendship/Romance,8,27582,65,233,124,8/8/2008,7/30/2008,"Aang, Azula",False
Comedy of Errors,https://www.fanfiction.net/s/4600290/1/Comedy-of-Errors,DJNS,T,English,Humor/Romance,1,23968,78,232,28,,10/17/2008,"Sokka, Suki",True
Penance,https://www.fanfiction.net/s/4194317/1/Penance,Keitorin Asthore,K,English,Hurt/Comfort/Drama,1,5300,46,232,32,,4/13/2008,"Toph, Zuko",True
The Elegant Orchid,https://www.fanfiction.net/s/5385106/1/The-Elegant-Orchid,Mei-chan4,K+,English,Humor/Adventure,39,86456,371,232,204,2/8/2013,9/18/2009,,False
The Wolf and the Badger,https://www.fanfiction.net/s/8256374/1/The-Wolf-and-the-Badger,badwolf-27,T,English,Romance/Friendship,17,70061,183,231,133,10/27/2012,6/25/2012,"Sokka, Toph",True
Healing,https://www.fanfiction.net/s/7738815/1/Healing,ShenYue,T,English,Hurt/Comfort/Friendship,6,20062,54,231,226,5/4/2012,1/14/2012,"Zuko, Katara",False
Fire and Ice,https://www.fanfiction.net/s/5669789/1/Fire-and-Ice,bunniesnfish,T,English,Angst/Romance,9,39888,138,230,64,3/12/2010,1/15/2010,"Zuko, Katara",True
No Matter What,https://www.fanfiction.net/s/3289835/1/No-Matter-What,The Diamond in the Rough,T,English,Romance,23,182223,394,230,259,10/29/2009,12/15/2006,"Zuko, Katara",False
Catching The Avatar,https://www.fanfiction.net/s/6926769/1/Catching-The-Avatar,Floramaria,M,English,Romance,1,4379,19,230,38,,4/21/2011,"Aang, Zuko",True
Nights in Egypt,https://www.fanfiction.net/s/6224051/1/Nights-in-Egypt,cafeanna,T,English,Romance/Hurt/Comfort,24,55145,414,229,332,5/6/2013,8/9/2010,"[Zuko, Katara]",False
The Middle Child of Fire,https://www.fanfiction.net/s/11562090/1/The-Middle-Child-of-Fire,CEObrainz,T,English,Fantasy/Drama,27,99252,79,230,252,11/15/2017,10/16/2015,"Zuko, Azula, OC",False
Haunted,https://www.fanfiction.net/s/9835778/1/Haunted,Advocaat,T,English,Humor/Romance,1,9758,55,230,40,,11/10/2013,"[Zuko, Katara]",True
Keep Your Enemies Close,https://www.fanfiction.net/s/10615835/1/Keep-Your-Enemies-Close,OurBeatingHeartsBleed,M,English,Romance/Drama,13,42015,101,230,118,5/11/2015,8/13/2014,"[Katara, Zuko, Jet]",True
Need,https://www.fanfiction.net/s/3312642/1/Need,Asterixa,M,English,Romance/Drama,10,23285,311,229,301,12/27/2007,12/28/2006,"Zuko, Sokka",False
In the Madhouse,https://www.fanfiction.net/s/5566861/1/In-the-Madhouse,Ciceronis,T,English,,20,85040,250,229,95,3/8/2011,12/8/2009,Azula,True
Office Affair,https://www.fanfiction.net/s/10568519/1/Office-Affair,Rae-Tan,M,English,Romance/Drama,34,133031,163,232,120,5/20/2015,7/26/2014,"[Zuko, Katara] Toph, Azula",True
The Games We Play,https://www.fanfiction.net/s/11375256/1/The-Games-We-Play,Em Dixon,M,English,Romance,9,23811,243,229,94,12/14/2015,7/12/2015,"Zuko, Katara",True
The Dragon and the Wolf,https://www.fanfiction.net/s/5040572/1/The-Dragon-and-the-Wolf,aka Arashi,T,English,Hurt/Comfort/Romance,6,21717,167,229,258,10/26/2010,5/4/2009,"Sokka, Azula",False
Beyond Lost,https://www.fanfiction.net/s/3319703/1/Beyond-Lost,therentyoupay,T,English,Angst/Romance,1,10525,105,229,41,,1/1/2007,"Katara, Zuko",True
The Verisimilitude Between Tangled Sheets,https://www.fanfiction.net/s/4541257/1/The-Verisimilitude-Between-Tangled-Sheets,penns,M,English,Romance,10,35523,311,229,261,11/12/2008,9/16/2008,"Toph, Zuko",False
The Hot Spring,https://www.fanfiction.net/s/10186447/1/The-Hot-Spring,Pearlynn,M,English,Romance,1,3171,22,229,41,,3/14/2014,"Zuko, Katara",True
Ballads of a Bloodbender,https://www.fanfiction.net/s/11562383/1/Ballads-of-a-Bloodbender,Marjorie Franklin,T,English,Romance/Angst,10,58088,150,229,360,5/20/2018,10/16/2015,"[Zuko, Katara]",False
Possession,https://www.fanfiction.net/s/6483418/1/Possession,lulunabo,M,English,Romance,5,5041,31,228,69,12/12/2010,11/16/2010,"Aang, Zuko",True
A Small Light in the Dark,https://www.fanfiction.net/s/10762898/1/A-Small-Light-in-the-Dark,dickard23,M,English,Romance/Crime,32,152600,131,228,246,8/3/2015,10/17/2014,"[Azula, Katara] Aang, Ty Lee",False
Secrets out,https://www.fanfiction.net/s/3280324/1/Secrets-out,Pirate Elf Kastel,M,English,Romance,1,1962,100,228,34,,12/8/2006,"Zuko, Katara",True
I'd Lie,https://www.fanfiction.net/s/4122036/1/I-d-Lie,Kyoshi7989,T,English,Romance/Humor,13,43922,494,228,127,3/1/2009,3/9/2008,"Sokka, Toph",True
Trapped,https://www.fanfiction.net/s/6396566/1/Trapped,TealTerror,T,English,Drama/Angst,4,23542,60,228,72,11/3/2010,10/13/2010,"Azula, Iroh",True
Azula Trilogy Part 3: Soul of Fire,https://www.fanfiction.net/s/5248250/1/Azula-Trilogy-Part-3-Soul-of-Fire,MasterGhandalf,T,English,Adventure/Drama,26,71869,164,227,65,12/23/2009,7/25/2009,"Aang, Azula",True
You Don't Hate Me,https://www.fanfiction.net/s/2461476/1/You-Don-t-Hate-Me,Lucibell,T,English,Romance/Drama,12,24241,347,227,88,9/25/2005,6/29/2005,"Katara, Zuko",True
Meditating Angry,https://www.fanfiction.net/s/3261148/1/Meditating-Angry,AJ Rayne,K,English,,1,1165,35,227,30,,11/28/2006,"Aang, Zuko",True
Freedom,https://www.fanfiction.net/s/12012715/1/Freedom,meg198,T,English,Romance/Adventure,40,56746,83,227,256,2/11/2018,6/22/2016,"Zuko, Katara",True
Fire and Water: Destined Love,https://www.fanfiction.net/s/10561469/1/Fire-and-Water-Destined-Love,Rae-Tan,M,English,Romance/Adventure,38,136473,139,228,126,4/11/2015,7/23/2014,"[Zuko, Katara] Sokka, Suki",True
Golden Wolf Warrior Redux,https://www.fanfiction.net/s/7806842/1/Golden-Wolf-Warrior-Redux,AgentAyu,T,English,Adventure,8,45753,101,226,328,2/4/2017,2/4/2012,"[Azula, Katara]",False
A Glass Darkly,https://www.fanfiction.net/s/7117443/1/A-Glass-Darkly,AzarDarkstar,T,English,Drama/Family,1,1370,53,226,30,,6/25/2011,"Ozai, Iroh",True
Not Alone,https://www.fanfiction.net/s/4627121/1/Not-Alone,toxic-dreamer-2,K,English,Family/Hurt/Comfort,2,5819,53,226,40,11/20/2008,10/31/2008,"Zuko, Iroh",True
Dominance,https://www.fanfiction.net/s/3403781/1/Dominance,SwirlingBlueFlames,M,English,Romance/Angst,1,2921,53,226,60,,2/19/2007,"Zuko, Azula",True
The Fire Inside,https://www.fanfiction.net/s/5875067/1/The-Fire-Inside,Jenna822,M,English,Romance/Drama,24,61530,542,225,309,12/4/2010,4/6/2010,"Sokka, Zuko",False
"Blood, Chi, and Full Moons",https://www.fanfiction.net/s/10611510/1/Blood-Chi-and-Full-Moons,worldcrawler,M,English,Drama/Romance,25,107794,78,225,296,10/15/2016,8/11/2014,"Zuko, Katara",False
Free Fall,https://www.fanfiction.net/s/11674262/1/Free-Fall,tvfan69,T,English,Drama/Friendship,30,92618,162,225,176,3/30/2016,12/17/2015,"Sokka, Zuko, Suki, Azula",True
Homeless Dragon,https://www.fanfiction.net/s/6321209/1/Homeless-Dragon,animegamer89,T,English,Adventure,9,55644,168,225,240,5/20/2011,9/13/2010,Zuko,False
Theories and Destinies,https://www.fanfiction.net/s/5401565/1/Theories-and-Destinies,AvocadoLove,K,English,Humor/Hurt/Comfort,1,967,71,225,41,,9/25/2009,"Sokka, Zuko",True
A Natural Disaster,https://www.fanfiction.net/s/4443944/1/A-Natural-Disaster,Morwen Maranwe,M,English,Romance/Drama,1,7573,35,224,17,,8/2/2008,"Aang, Zuko",True
The Children's Progress,https://www.fanfiction.net/s/8636891/1/The-Children-s-Progress,TheMorningPaper,M,English,Romance/Drama,27,78387,183,224,222,9/19/2015,10/23/2012,"Zuko, Katara",True
It Was An Accident,https://www.fanfiction.net/s/12042011/1/It-Was-An-Accident,it's aro bitch,T,English,Romance/Humor,2,23706,25,224,83,10/4/2016,7/9/2016,"[Zuko, Sokka] Iroh, Toph",True
snuggling dysfuntional cats,https://www.fanfiction.net/s/7538815/1/snuggling-dysfuntional-cats,emletish,K+,English,Romance/Humor,1,3195,37,223,38,,11/10/2011,"Zuko, Katara",True
Letters from the Falling Sky,https://www.fanfiction.net/s/4457208/1/Letters-from-the-Falling-Sky,scorpiaux,M,English,Drama/Romance,25,81776,486,222,157,8/14/2011,8/8/2008,"Aang, Katara",True
College Daze,https://www.fanfiction.net/s/3396274/1/College-Daze,renagrrl,T,English,Romance/Angst,15,78080,242,223,76,9/23/2007,2/15/2007,"Katara, Zuko",True
Two No More,https://www.fanfiction.net/s/5509096/1/Two-No-More,Alabaster86,T,English,Romance/Family,26,116541,302,221,87,4/22/2010,11/13/2009,"Mai, Zuko",True
Koh's Reckoning,https://www.fanfiction.net/s/5040011/1/Koh-s-Reckoning,justcallmefaye,T,English,Romance/Angst,8,40860,123,222,80,7/3/2011,5/4/2009,"[Katara, Zuko] Aang, Toph",True
Kiss,https://www.fanfiction.net/s/3373471/1/Kiss,Firegurl92,T,English,Romance/Humor,1,700,76,222,32,,2/2/2007,"Toph, Zuko",True
Radiant,https://www.fanfiction.net/s/9218515/1/Radiant,dandeliondreams,T,English,,1,2957,32,222,65,,4/19/2013,"Ty Lee, Azula",True
All You Have is Fire,https://www.fanfiction.net/s/11488543/1/All-You-Have-is-Fire,Zuko-of-Asgard,M,English,Adventure/Romance,59,176326,439,223,244,5/15,9/4/2015,"[Zuko, Jet]",False
Whispers Beneath the Stone,https://www.fanfiction.net/s/8995163/1/Whispers-Beneath-the-Stone,Alveria,M,English,Romance/Humor,62,227145,441,221,216,2/15/2015,2/9/2013,"Aang, Katara",False
Sisters,https://www.fanfiction.net/s/6167290/1/Sisters,Sarapsys,K+,English,Family/Hurt/Comfort,1,1333,30,221,25,,7/22/2010,"Zuko, Katara",True
Close Combat,https://www.fanfiction.net/s/2381856/1/Close-Combat,Booter-Freak,T,English,,15,59161,393,222,73,10/23/2005,5/5/2005,,True
Hope's Revival,https://www.fanfiction.net/s/6043635/1/Hope-s-Revival,Shawn45,T,English,Adventure/Romance,17,139419,169,221,186,9/14/2010,6/11/2010,"Aang, Katara",False
Flames to Dust,https://www.fanfiction.net/s/5073563/1/Flames-to-Dust,Nightmarishx,M,English,Romance/Drama,22,34002,172,221,106,8/19/2013,5/19/2009,"Zuko, Katara",True
"Awaken, Empress",https://www.fanfiction.net/s/6428919/1/Awaken-Empress,AzarDarkstar,K+,English,Drama/Family,1,437,27,221,27,,10/26/2010,,True
As Time Passes By,https://www.fanfiction.net/s/6366416/1/As-Time-Passes-By,A Dirty Little Secret,T,English,,1,10637,61,221,23,,10/1/2010,"Zuko, Katara",True
Avatar: Legend of Katara,https://www.fanfiction.net/s/8464444/1/Avatar-Legend-of-Katara,Kelev,T,English,Adventure/Supernatural,17,98313,176,221,271,11/6/2016,8/25/2012,"[Katara, Aang] Zuko, Sokka",False
Steam,https://www.fanfiction.net/s/8628199/1/Steam,Light-Eco-Sage,M,English,Romance/Family,2,11967,50,221,66,11/10/2012,10/20/2012,"[Aang, Katara]",True
In Common,https://www.fanfiction.net/s/7060449/1/In-Common,Sarapsys,K,English,Friendship,4,1629,40,220,76,11/6/2011,6/7/2011,"Zuko, unknown 9",True
The Flame That Burns,https://www.fanfiction.net/s/7401776/1/The-Flame-That-Burns,UrbanShaman,M,English,Hurt/Comfort/Romance,11,23966,168,220,348,1/9/2015,9/21/2011,"Zuko, Sokka",False
Heir to the Throne,https://www.fanfiction.net/s/6763639/1/Heir-to-the-Throne,L.O.A.D,T,English,Hurt/Comfort/Family,1,1332,25,220,46,,2/20/2011,"Hakoda, Zuko",True
The Dark Avatar,https://www.fanfiction.net/s/4882766/1/The-Dark-Avatar,evelsaint93,M,English,Adventure/Romance,5,8544,107,220,218,4/29/2010,2/24/2009,"Aang, Katara",False
The Healer,https://www.fanfiction.net/s/8957585/1/The-Healer,YeineTheGray,M,English,Romance/Angst,1,4478,24,220,80,,1/28/2013,"Zuko, Katara",True
Operational Risk Management,https://www.fanfiction.net/s/6871808/1/Operational-Risk-Management,Kimberly T,T,English,Drama/Angst,1,1648,63,220,37,,4/3/2011,Hakoda,True
Find Yourself,https://www.fanfiction.net/s/7193637/1/Find-Yourself,AvocadoLove,K,English,Drama/Angst,2,1172,67,220,213,7/20/2011,7/18/2011,Zuko,False
Penumbra,https://www.fanfiction.net/s/6136686/1/Penumbra,Jewell21,M,English,Romance/Hurt/Comfort,1,2545,64,220,25,,7/12/2010,"Zuko, Katara",True
The Badgerfrog Kiss,https://www.fanfiction.net/s/6210309/1/The-Badgerfrog-Kiss,Madame Hatter,K+,English,Humor/Romance,16,16542,171,219,66,9/14/2010,8/5/2010,"Zuko, Toph",True
Eyes,https://www.fanfiction.net/s/5640193/1/Eyes,Silver pup,K+,English,Drama,1,1302,32,219,37,,1/4/2010,"Ozai, Zuko",True
Avatar: The Story Continues,https://www.fanfiction.net/s/6019524/1/Avatar-The-Story-Continues,chakragoddess,M,English,,43,132508,200,219,89,1/3/2011,6/2/2010,"Aang, Katara",True
"Dead Eyes, Meet Burnt Eye",https://www.fanfiction.net/s/10702821/1/Dead-Eyes-Meet-Burnt-Eye,mandaree1,T,English,Hurt/Comfort/Friendship,1,2174,20,219,34,,9/19/2014,"Zuko, Toph, unknown 9",True
Little Things Give You Away,https://www.fanfiction.net/s/5105485/1/Little-Things-Give-You-Away,akaiiko,T,English,Romance,31,9179,250,219,147,6/13/2012,6/1/2009,"Zuko, Katara",True
Zutara Week 2012,https://www.fanfiction.net/s/8324282/1/Zutara-Week-2012,ichilover3,M,English,Romance,8,21237,199,218,201,1/23/2013,7/15/2012,"[Katara, Zuko]",False
Burning Flame,https://www.fanfiction.net/s/8328708/1/Burning-Flame,faithy waithy,K+,English,Family/Adventure,22,184554,71,219,123,4/29/2015,7/16/2012,OC,True
Once Upon A Play,https://www.fanfiction.net/s/6193629/1/Once-Upon-A-Play,jeronimotorchwood,T,English,Romance/Humor,32,86315,543,219,125,12/24/2010,7/31/2010,"Aang, Zuko",True
"Enemies, Allies, and Love",https://www.fanfiction.net/s/6170536/1/Enemies-Allies-and-Love,My Hazel Eyes,T,English,Romance/Adventure,25,53728,251,218,188,12/14/2013,7/23/2010,"Zuko, Katara",True
If Only,https://www.fanfiction.net/s/4413615/1/If-Only,DamageCtrl,K+,English,Angst/Romance,1,3249,119,218,43,,7/21/2008,"Katara, Zuko",True
What's My Name?,https://www.fanfiction.net/s/7204684/1/What-s-My-Name,Thirst4Chicken,M,English,Romance,1,2884,38,218,61,,7/21/2011,"Zuko, Toph",True
The Melancholy of Toph Bei Fong,https://www.fanfiction.net/s/4453975/1/The-Melancholy-of-Toph-Bei-Fong,Mistress of Sarcasm,K+,English,Romance/Humor,3,13926,98,218,38,8/8/2008,8/6/2008,"Zuko, Katara",True
Midnight Hours,https://www.fanfiction.net/s/4335554/1/Midnight-Hours,Nikkel,T,English,Drama/Humor,1,1446,45,217,30,11/17/2011,6/19/2008,"Zuko, Mai, Ty Lee, Azula",True
Beauty and the Beast: Avatar Style!,https://www.fanfiction.net/s/4761565/1/Beauty-and-the-Beast-Avatar-Style,eframTrabbit,K,English,Romance/Fantasy,22,77304,248,218,68,11/8/2009,1/1/2009,"[Katara, Zuko] [Sokka, Suki]",True
To Tread Lightning,https://www.fanfiction.net/s/4654855/1/To-Tread-Lightning,SkyWarrior108,T,English,Drama/Angst,18,33292,183,217,174,9/1/2009,11/14/2008,"Azula, Aang",False
Begin the End,https://www.fanfiction.net/s/9800389/1/Begin-the-End,sadladybug,K+,English,Angst/Drama,6,15522,46,217,63,,10/27/2013,"[Zuko, Katara]",True
StarCross'd Lovers,https://www.fanfiction.net/s/3358231/1/StarCross-d-Lovers,Doormouse,T,English,Fantasy/Romance,51,137879,686,216,186,11/9/2008,1/24/2007,"Katara, Zuko",False
The Proposal,https://www.fanfiction.net/s/5955244/1/The-Proposal,Asuka Kureru,K+,English,Humor/Friendship,1,1176,65,216,24,,5/8/2010,"Toph, Iroh",True
Good to be Toph,https://www.fanfiction.net/s/3452942/1/Good-to-be-Toph,Jakia,T,English,Humor/Romance,1,1721,112,216,30,,3/22/2007,"Katara, Zuko",True
Tradition,https://www.fanfiction.net/s/11115654/1/Tradition,xxlunareclipseoftheheartxx,K+,English,Drama,1,1120,23,216,21,,3/15/2015,"[Ty Lee, Azula] Ozai",True
Bittersweet Apples,https://www.fanfiction.net/s/4092909/1/Bittersweet-Apples,TheMusicMistress,M,English,Romance/Drama,1,8054,165,216,273,,2/24/2008,"Zuko, Katara",False
The Avatar and the Fire Princess,https://www.fanfiction.net/s/12699250/1/The-Avatar-and-the-Fire-Princess,Loopy777,T,English,Drama/Romance,7,43539,99,216,153,11/27/2017,10/23/2017,"[Aang, Azula] [Zuko, Mai]",True
Fathers,https://www.fanfiction.net/s/6836027/1/Fathers,L.O.A.D,T,English,Hurt/Comfort/Family,1,1824,27,216,57,,3/18/2011,Hakoda,True
Ember Island,https://www.fanfiction.net/s/6567208/1/Ember-Island,FeiFei08,M,English,Romance,8,45049,80,216,91,6/16/2011,12/18/2010,"Azula, Ty Lee",True
As the World Falls Down,https://www.fanfiction.net/s/3935397/1/As-the-World-Falls-Down,Shrugs,T,English,Drama/Romance,6,34447,328,215,378,6/9/2012,12/8/2007,"[Zuko, Katara]",False
The Art of Intervention,https://www.fanfiction.net/s/6862305/1/The-Art-of-Intervention,Kyra Rivers,K+,English,Friendship/Humor,1,3262,30,215,21,,3/31/2011,"Zuko, Toph",True
Our Own Walls,https://www.fanfiction.net/s/9498489/1/Our-Own-Walls,Swiss Army Knife,T,English,Adventure/Friendship,3,12143,29,215,27,7/21/2013,7/16/2013,"Sokka, Zuko",True
Masks,https://www.fanfiction.net/s/7905300/1/Masks,SilverMoonPhantom,T,English,Adventure,3,11179,51,215,287,3/12/2012,3/7/2012,"Aang, Zuko",False
Whistling up a Storm,https://www.fanfiction.net/s/5490636/1/Whistling-up-a-Storm,attackfishscales,K+,English,Friendship/Drama,1,2353,23,215,19,,11/5/2009,Pakku,True
Citadel,https://www.fanfiction.net/s/6939866/1/Citadel,Georgina B,K+,English,Drama/Friendship,24,35824,248,215,79,6/23/2011,4/25/2011,"Azula, Katara",True
the crooked thing,https://www.fanfiction.net/s/7656673/1/the-crooked-thing,emletish,M,English,Romance/Humor,1,6832,42,215,26,,12/20/2011,"Katara, Zuko",True
Anniversary,https://www.fanfiction.net/s/11645356/1/Anniversary,SeducedbyFire,T,English,Romance,15,4206,129,214,117,12/24/2015,12/1/2015,"[Azula, Ty Lee]",True
Poison Tree,https://www.fanfiction.net/s/4808784/1/Poison-Tree,quote intangible,T,English,Angst,1,1313,41,216,37,,1/21/2009,"Ozai, Zuko",True
To Fall in Blood and Ashes,https://www.fanfiction.net/s/11257505/1/To-Fall-in-Blood-and-Ashes,Pennedwing,T,English,Adventure/Romance,39,115178,211,214,301,4/19/2017,5/18/2015,"Zuko, Katara",False
Entranced,https://www.fanfiction.net/s/6600615/1/Entranced,breeeliss,T,English,Romance/Drama,17,128678,200,214,228,8/11/2015,12/28/2010,"Toph, Aang",False
Prophesied,https://www.fanfiction.net/s/2623311/1/Prophesied,Elenea Galad,T,English,Suspense/Supernatural,45,196778,824,214,139,8/15/2011,10/17/2005,"Zuko, Katara",False
A Cloaked Encounter,https://www.fanfiction.net/s/4497988/1/A-Cloaked-Encounter,frozenheat,M,English,Romance/Humor,1,10451,60,213,35,,8/25/2008,"Aang, Katara",True
Blue Eyes,https://www.fanfiction.net/s/2809462/1/Blue-Eyes,Jakia,K+,English,,1,1179,98,213,32,,2/19/2006,"Katara, Zuko",True
Already Home,https://www.fanfiction.net/s/9529336/1/Already-Home,TwiHearts.Emily,M,English,Drama/Romance,12,69333,106,214,375,11/26/2018,7/25/2013,"Katara, Zuko",False
Wedding Proper,https://www.fanfiction.net/s/6392056/1/Wedding-Proper,SCWLC,K+,English,Humor,1,2850,33,213,44,,10/11/2010,"Hakoda, Katara",True
Twenty Truths About Mai and Katara,https://www.fanfiction.net/s/4419976/1/Twenty-Truths-About-Mai-and-Katara,Mistress of Sarcasm,K,English,Friendship,1,2291,67,213,22,,7/24/2008,"Mai, Katara",True
Avatar the Last Airbender,https://www.fanfiction.net/s/6101030/1/Avatar-the-Last-Airbender,sportie07,T,English,Romance/Hurt/Comfort,32,385415,548,213,192,7/4/2016,7/1/2010,"Aang, Katara",False
Illusion,https://www.fanfiction.net/s/4016185/1/Illusion,Abandonedsrry,M,English,Drama/Angst,8,20809,233,214,319,1/20/2010,1/16/2008,"Zuko, Sokka",False
It's Finally Over,https://www.fanfiction.net/s/6517414/1/It-s-Finally-Over,Rosirn,M,English,Hurt/Comfort/Romance,42,79609,337,212,196,3/2/2013,11/29/2010,"Aang, Katara",False
Jet's Troubling Obsession,https://www.fanfiction.net/s/8093093/1/Jet-s-Troubling-Obsession,emletish,T,English,,6,39875,175,212,86,6/18/2012,5/6/2012,"Jet, Zuko",True
Underdog,https://www.fanfiction.net/s/6122936/1/Underdog,AzarDarkstar,K+,English,Drama/Friendship,1,552,33,212,21,,7/8/2010,"Sokka, Piandao",True
Bloodline,https://www.fanfiction.net/s/12107058/1/Bloodline,mon-petit-pois,T,English,Family/Hurt/Comfort,1,7603,22,212,49,,8/17/2016,"Zuko, Ozai, Sozin, Azulon",True
Blue Spirit Rising,https://www.fanfiction.net/s/12225187/1/Blue-Spirit-Rising,Kawisdom,T,English,Friendship,42,113785,129,212,247,5/9,11/8/2016,"Zuko, Jet",False
100,https://www.fanfiction.net/s/5427817/1/100,skrybble,T,English,Romance/Friendship,77,149361,791,212,168,12/29/2011,10/7/2009,"Toph, Sokka",False
We're All Mad Here,https://www.fanfiction.net/s/10892791/1/We-re-All-Mad-Here,the savage barbie,T,English,Romance,1,2254,42,212,22,,12/15/2014,"[Azula, Ty Lee]",True
Sandwich,https://www.fanfiction.net/s/3575579/1/Sandwich,Anonymouschickadee,M,English,Romance/Humor,1,5329,117,213,30,,6/4/2007,"Sokka, Zuko",True
Roommates,https://www.fanfiction.net/s/6934142/1/Roommates,breeeliss,T,English,Romance/Friendship,3,21405,76,212,61,1/9/2014,4/24/2011,"Aang, Toph",True
Prisoners of Fate,https://www.fanfiction.net/s/2906980/1/Prisoners-of-Fate,Legacy of the Avatar,T,English,Romance/Drama,19,29700,388,211,59,6/3/2006,4/22/2006,"Katara, Zuko",True
Closeted,https://www.fanfiction.net/s/3751535/1/Closeted,Artemis Rae,M,English,Romance/Humor,1,2469,59,211,28,,8/27/2007,"Aang, Katara",True
Spiral's Beginning,https://www.fanfiction.net/s/3952682/1/Spiral-s-Beginning,Shadow Wasserson,K+,English,,1,2473,43,211,22,,12/17/2007,,True
Feigned Ecstasy,https://www.fanfiction.net/s/11789953/1/Feigned-Ecstasy,redautumnhaze,M,English,Romance/Drama,9,15707,134,211,289,2/26/2017,2/14/2016,"[Katara, Mai]",False
Dirty Dishes,https://www.fanfiction.net/s/3920181/1/Dirty-Dishes,Kyatto no Edo,M,English,Romance/Humor,1,2452,63,211,27,,11/29/2007,"Jet, Zuko",True
It Had To Be You,https://www.fanfiction.net/s/10825230/1/It-Had-To-Be-You,Seyary-Minamoto,T,English,Romance/Humor,1,34576,56,211,83,,11/14/2014,"[Sokka, Azula]",False
Eskimo Kisses,https://www.fanfiction.net/s/3247083/1/Eskimo-Kisses,Usagi Youkai,K,English,Romance,1,790,89,211,36,,11/15/2006,"Zuko, Sokka",True
A Traitor's Reward,https://www.fanfiction.net/s/4448610/1/A-Traitor-s-Reward,Supreme Distraction,M,English,Romance/Drama,4,10577,39,211,52,8/13/2008,8/4/2008,"[Mai, Azula, Ty Lee]",True
Sepulchered Sunbeams,https://www.fanfiction.net/s/13122949/1/Sepulchered-Sunbeams,the savage barbie,T,English,Romance/Adventure,2,22273,44,211,262,11/27/2018,11/16/2018,"[Azula, Ty Lee] Katara, Suki",False
Rumour Has It,https://www.fanfiction.net/s/13195942/1/Rumour-Has-It,FictionIsSocialInquiry,M,English,Romance/Drama,80,57560,365,211,171,3/29,2/2,"Zuko, Katara, Painted Lady",True
An Earlier Intersection,https://www.fanfiction.net/s/6809040/1/An-Earlier-Intersection,Casa Circe,K+,English,Adventure/Romance,15,42355,185,210,143,11/11/2011,3/9/2011,"Katara, Zuko",True
The Tale of the Water Child's Sacrafice,https://www.fanfiction.net/s/12681053/1/The-Tale-of-the-Water-Child-s-Sacrafice,airiustide,M,English,Romance/Supernatural,5,21416,33,211,129,5/22/2018,10/8/2017,"[Zuko, Katara]",True
Retroactive,https://www.fanfiction.net/s/8280375/1/Retroactive,Loopy777,T,English,Suspense/Adventure,31,190213,362,210,149,8/25/2013,7/2/2012,"[Sokka, Suki, Azula]",True
Alone Together,https://www.fanfiction.net/s/2945364/1/Alone-Together,9witch2,T,English,Romance,12,25069,362,208,116,8/13/2006,5/18/2006,"Katara, Zuko",True
Blind Ambition,https://www.fanfiction.net/s/2926194/1/Blind-Ambition,Morte Lise,K+,English,Romance,5,12296,211,209,235,3/8/2007,5/6/2006,"Zuko, Toph",False
Matches to Paper Dolls,https://www.fanfiction.net/s/6818261/1/Matches-to-Paper-Dolls,Mechanical Orange,T,English,Romance/Tragedy,1,8433,53,209,17,,3/12/2011,"Zuko, Katara",True
The Avatar's Guardian,https://www.fanfiction.net/s/8956800/1/The-Avatar-s-Guardian,Avatar Wolfheart,T,English,Adventure,19,63909,34,209,111,7/28/2013,1/28/2013,"[Zuko, OC] Aang, unknown 9",False
Thirty Avatar Short Stories,https://www.fanfiction.net/s/3411516/1/Thirty-Avatar-Short-Stories,Sophia Prester,K+,English,,30,28908,221,208,38,4/28/2007,2/24/2007,,True
Wherever You May Be,https://www.fanfiction.net/s/4802671/1/Wherever-You-May-Be,Strata's Stargazer,M,English,Romance/Adventure,14,73383,191,208,221,12/11/2010,1/18/2009,"Zuko, Katara",False
Kataang Raid - Aang and Katara love,https://www.fanfiction.net/s/8862992/1/Kataang-Raid-Aang-and-Katara-love,TheShadowHunterXIII,K+,English,Romance/Friendship,294,612565,342,209,126,11/29/2015,1/1/2013,"[Aang, Katara]",True
Book Two: Earth & Discovery,https://www.fanfiction.net/s/12180015/1/Book-Two-Earth-Discovery,So Tell Me About Yourself,M,English,Adventure,18,107315,88,208,227,8/29/2018,10/6/2016,"Zuko, OC",True
